aluminium;ammonia;arsenic;barium;cadmium;chloramine;chromium;copper;flouride;bacteria;viruses;lead;nitrates;nitrites;mercury;perchlorate;radium;selenium;silver;uranium;is_safe
352;1574;99;83;12;561;47;108;143;0;0;8;201;135;8;2031;689;6;12;8;0
66;231;57;76;7;21;77;154;62;0;0;17;234;121;7;43;98;1;47;3;0
294;1872;1;379;12;611;54;79;54;0;0;126;1852;183;9;1133;433;1;5;2;0
498;2388;37;395;9;89;51;135;107;0;0;101;121;123;8;1775;558;9;38;3;0
193;1916;57;374;12;16;42;10;9;0;0;103;492;212;6;2698;197;3;6;5;0
14;2186;4;10;8;42;76;17;58;0;0;11;1899;18;9;225;13;8;48;8;0
332;35;54;317;8;592;15;6;129;0;0;145;885;133;6;2171;78;5;33;6;0
12;802;59;127;1;398;65;151;146;0;0;61;962;187;4;3473;174;3;1;6;0
435;1625;9;363;1;516;29;15;25;0;0;83;685;198;9;587;139;2;11;0;0
454;397;22;209;11;474;32;9;55;0;0;135;604;164;4;2509;615;4;16;4;0
44;2675;22;159;3;94;61;91;42;0;0;107;1366;135;9;4631;5;4;35;0;0
387;1349;8;178;6;393;23;169;147;0;0;123;594;117;9;4054;613;3;48;5;0
63;2909;86;193;1;127;53;134;3;0;0;68;1098;156;5;1522;381;5;18;2;0
65;211;67;414;9;93;64;126;83;0;0;9;1171;183;4;28;275;9;24;8;0
82;123;39;418;1;45;4;14;101;0;0;15;932;192;8;3179;434;1;35;0;0
47;312;6;147;1;133;83;108;15;0;0;184;268;144;1;3054;486;0;21;5;0
331;2114;93;403;6;256;51;106;1;0;0;139;1656;127;1;1423;487;8;2;7;0
368;343;71;298;1;411;81;123;75;0;0;25;1626;227;2;5627;718;7;45;3;0
29;853;44;173;13;619;49;65;9;0;0;93;1106;123;3;3857;58;5;24;5;0
437;1005;56;291;4;81;32;198;66;0;0;101;742;189;9;1037;563;4;12;1;0
91;1854;92;228;3;623;4;197;59;0;0;169;527;243;4;526;712;7;28;1;0
26;2071;6;298;8;839;82;44;12;0;0;112;1059;16;1;3873;153;1;27;6;0
357;2309;65;337;4;495;76;185;124;0;0;124;287;114;8;76;319;8;37;6;0
28;2306;7;435;12;78;47;54;133;0;0;166;1171;17;6;1124;92;7;3;8;0
273;892;59;409;6;45;9;54;14;0;0;69;876;20;7;1715;291;8;43;9;0
99;1073;36;49;11;549;72;3;52;0;0;131;861;132;5;2182;427;6;25;5;0
114;2874;68;239;6;143;85;159;104;0;0;141;666;173;6;4396;267;5;35;8;0
7;345;6;152;2;9;3;9;147;14;0;65;1883;159;9;271;89;4;2;6;0
2;528;5;251;7;22;1;39;1;15;2;33;1728;185;8;28;7;6;2;4;0
318;2809;53;123;0;37;68;129;104;0;0;79;1512;152;5;3936;339;1;2;3;0
342;97;8;24;4;297;84;192;12;0;0;82;1928;185;8;2393;37;2;46;8;0
35;2222;79;121;4;281;36;29;51;0;0;48;209;219;5;2414;545;7;4;7;0
176;939;22;445;4;228;9;22;68;0;0;162;1146;209;5;4363;614;9;44;6;0
239;198;93;33;1;458;26;8;34;0;0;146;872;156;6;4276;241;9;12;5;0
256;1298;71;194;12;293;87;188;4;0;0;85;1242;162;8;5224;47;1;4;5;0
35;34;52;304;11;618;35;179;89;0;0;136;1517;191;6;2857;412;9;42;1;0
6;51;3;83;7;6;4;89;61;1;1;117;1255;136;4;23;22;2;8;6;0
112;716;39;28;1;63;49;1;86;0;3;7;1573;186;1;286;628;5;1;5;0
469;644;78;392;8;3;57;6;36;0;4;2;377;121;6;3327;282;5;15;6;0
253;737;32;204;2;477;62;5;137;94;94;151;874;147;0;4767;556;7;17;3;0
277;2589;62;335;6;348;63;126;34;94;94;93;797;18;7;5598;512;5;12;4;0
2;531;9;78;6;27;2;197;85;56;56;96;1918;177;3;17;13;2;0;3;0
97;2727;89;427;6;608;67;65;96;84;84;188;175;195;1;4987;257;4;21;2;0
59;152;43;141;9;623;79;176;83;21;2;3;758;159;5;1057;63;7;13;8;0
46;2388;43;17;6;583;7;189;9;98;98;2;746;125;1;754;448;3;36;4;0
113;1457;28;67;11;245;54;128;87;9;9;24;1437;132;8;1634;255;6;17;2;0
6;937;48;151;11;469;43;55;96;11;1;131;1975;236;7;775;562;8;8;6;0
198;1438;3;84;3;341;5;82;116;29;5;198;812;176;1;1119;778;6;16;4;0
199;157;7;257;6;216;81;13;8;69;69;104;924;172;4;3959;34;9;26;5;0
313;942;6;28;9;372;3;99;112;2;6;4;1717;199;7;413;426;2;16;1;0
26;801;6;397;4;341;49;149;58;8;8;121;286;219;1;5204;701;8;11;7;0
188;1779;81;336;4;324;33;174;149;13;7;102;1613;233;9;1764;747;6;2;2;0
404;2529;4;362;4;177;35;2;31;47;4;17;1855;181;3;4378;609;6;33;7;0
44;43;102;361;0;33;84;45;131;42;5;103;228;192;1;1352;718;3;24;8;0
187;1236;8;262;8;409;87;176;4;27;0;152;1432;182;8;3093;787;4;39;9;0
252;291;72;133;13;26;45;154;114;68;68;1;831;134;8;2128;38;4;11;2;0
312;1381;55;429;1;672;87;157;13;59;59;1;1058;201;9;2299;78;6;48;7;0
384;1923;36;425;9;406;6;138;84;15;1;1;1356;144;9;3799;413;1;48;1;0
58;476;62;244;3;187;26;128;99;42;2;1;401;112;5;1948;569;2;28;6;0
3;2277;35;107;5;536;85;43;69;1;4;1;1127;183;6;2952;494;2;41;4;0
76;1748;23;376;8;32;72;72;132;99;99;1;329;154;3;718;303;8;39;3;0
367;112;57;157;1;521;54;74;54;0;0;1;1358;117;5;3188;206;3;15;0;0
166;2751;89;227;9;677;83;158;121;73;73;104;468;124;9;522;10;1;12;1;0
438;143;21;5;4;599;4;98;77;52;52;185;183;18;9;5013;355;1;24;6;0
40;323;73;316;6;67;28;149;65;10;10;92;714;176;2;3397;271;4;35;4;0
302;827;41;277;12;76;69;105;8;1;3;197;1899;109;8;247;425;5;22;1;0
38;294;13;244;1;484;4;36;55;14;6;169;1237;204;8;2902;74;3;5;7;0
418;271;23;288;12;722;62;114;92;2;6;19;1439;19;9;3113;512;7;42;4;0
124;1885;89;371;6;695;81;6;78;89;89;9;1756;264;4;544;769;1;41;9;0
82;1142;47;118;3;398;86;189;138;89;89;33;1501;174;9;392;503;0;49;2;0
367;2182;11;96;2;212;0;147;124;83;83;26;112;241;9;4446;665;1;18;9;0
184;1531;61;39;1;817;14;8;25;64;64;96;131;151;9;421;743;6;8;4;0
2;717;4;164;2;14;9;102;134;62;62;62;1821;229;6;34;73;2;1;6;0
474;2084;82;212;12;356;15;54;14;55;55;73;1683;166;6;1132;42;4;16;4;0
38;2914;11;293;1;389;41;15;101;61;61;131;1833;21;3;2952;45;6;41;5;0
204;2675;51;132;1;733;25;157;117;62;62;9;184;131;2;5799;374;8;2;2;0
133;2752;92;11;7;833;3;29;66;54;54;48;538;194;0;2415;16;2;21;5;0
306;1374;16;454;1;357;46;73;143;0;84;1;1167;183;4;506;426;8;26;7;0
125;59;51;298;1;342;5;13;106;55;55;1;432;186;7;926;606;2;48;4;0
259;1635;51;75;1;651;63;66;4;82;82;97;391;143;1;2544;658;4;6;4;0
479;1872;9;26;1;272;82;51;92;14;6;72;215;16;1;4506;731;6;42;6;0
238;1613;33;179;7;215;51;46;74;48;1;72;1356;166;5;2913;431;9;28;8;0
181;290;44;328;3;361;86;161;139;9;5;43;1686;14;0;316;36;4;12;5;0
142;1988;5;333;1;637;35;169;135;63;63;106;1835;129;1;3991;414;4;12;5;0
36;8;19;16;12;361;14;91;16;89;89;52;573;178;3;2203;642;3;33;8;0
477;718;81;189;11;492;24;28;82;54;54;197;16;219;7;326;364;5;37;5;0
6;222;2;36;5;1;8;147;21;33;5;106;308;193;1;46;27;6;7;5;0
461;1892;8;193;8;635;57;19;44;84;84;28;1221;193;3;1347;731;2;44;5;0
296;736;41;98;7;59;77;103;57;71;71;5;123;168;6;3228;723;9;2;0;0
37;2311;31;328;5;225;18;14;54;1;0;41;124;12;8;223;549;3;9;6;0
466;1142;6;318;1;35;42;83;109;14;5;151;1528;167;6;2686;168;7;17;1;0
353;334;19;57;5;497;19;177;143;97;97;118;254;11;2;5066;736;3;1;0;0
449;2015;83;65;12;828;2;72;145;0;6;1;1746;153;8;3246;693;2;11;8;0
243;134;82;256;3;63;8;163;57;0;68;1;1255;158;9;1032;106;1;7;3;0
10;2474;49;274;12;75;76;20;10;0;79;169;1061;144;9;4545;705;1;42;6;0
411;121;11;146;3;184;55;18;146;0;88;88;172;127;6;2721;262;4;38;5;0
33;1059;63;149;1;53;76;145;89;0;2;177;1606;139;4;92;38;1;22;3;0
32;2;35;175;4;39;61;144;79;0;8;198;836;182;2;99;351;8;21;0;0
206;333;73;204;5;465;52;183;13;0;3;129;779;115;7;3558;513;7;44;8;0
87;1616;12;219;2;458;72;133;35;0;89;165;302;136;7;110;723;9;13;8;0
364;952;8;443;5;483;62;103;27;0;3;163;609;191;3;5804;524;2;25;1;0
443;2258;94;172;13;172;67;126;59;0;75;11;466;147;1;2503;103;2;2;6;0
268;2663;7;117;2;9;9;186;26;0;55;13;191;182;8;1792;134;3;19;5;0
229;2166;58;161;8;531;13;168;76;0;78;163;569;176;2;1179;405;3;12;8;0
272;2708;68;286;2;584;25;171;8;0;9;176;171;146;6;3013;41;1;36;1;0
408;2609;85;379;3;482;4;76;105;0;7;185;1438;215;3;578;253;5;41;7;0
127;2031;44;418;7;446;8;95;146;0;8;181;98;167;6;605;735;6;18;2;0
111;2027;5;315;4;44;36;193;23;0;6;195;1449;139;1;2459;747;9;49;8;0
408;2544;84;102;11;212;32;11;22;0;5;192;1836;15;9;226;208;6;11;5;0
364;1964;66;317;4;611;78;192;29;0;7;192;1428;156;7;1767;127;5;11;6;0
192;-3;66;396;8;619;37;111;61;0;73;178;1243;205;8;665;383;6;33;7;0
305;1103;76;40;3;263;39;129;85;0;65;121;177;203;9;3625;267;4;42;8;0
10;1666;19;234;7;41;65;182;56;0;95;154;1734;151;4;1717;6;7;32;5;0
51;2239;2;36;8;348;68;42;71;0;85;79;86;234;5;4052;102;5;27;1;0
402;737;26;269;8;412;43;122;33;0;1;151;188;207;0;4299;261;1;38;2;0
283;41;5;26;1;128;33;194;149;0;1;114;1044;199;7;5339;254;4;5;9;0
47;1845;6;454;8;554;13;104;9;0;83;151;1781;17;6;2861;329;7;35;5;0
454;298;13;403;2;755;29;167;47;0;54;141;515;167;6;807;8;4;4;3;0
193;698;14;136;8;822;44;187;114;0;1;33;37;172;1;5652;354;8;17;5;0
144;1986;26;41;7;685;24;123;35;0;89;12;183;128;1;4604;362;7;23;3;0
144;891;4;125;3;203;27;83;48;0;3;124;171;222;3;4182;207;6;31;3;0
503;759;13;94;4;322;19;10;36;0;5;1;117;141;8;4779;38;9;32;4;0
28;2914;4;375;9;246;25;75;96;0;64;1;1745;181;8;5562;751;5;23;8;0
8;964;82;96;12;465;66;1;56;0;2;1;1619;145;3;5972;336;5;4;8;0
487;2065;87;259;12;344;8;155;14;0;89;1;326;167;8;4402;344;1;22;2;0
1;475;2;3;9;34;2;85;24;49;1;21;1227;169;4;122;95;2;8;5;0
323;2605;51;199;8;0;88;62;11;0;1;1;1857;181;1;1362;455;2;35;0;0
366;1881;92;274;5;659;38;67;126;0;7;1;1981;175;0;1069;222;8;46;2;0
39;1651;15;327;5;506;82;27;41;0;67;1;1912;179;1;328;14;4;49;7;0
18;145;36;361;9;68;45;198;9;0;10;1;1508;122;6;813;237;9;37;8;0
283;2613;64;30;8;314;32;187;116;0;9;1;127;182;5;5803;605;7;36;8;0
374;1745;78;204;2;43;62;59;5;0;1;1;741;112;8;5641;477;4;43;8;0
97;1312;9;312;1;247;82;174;52;0;3;1;40;142;9;352;685;1;15;7;0
356;1152;45;127;1;51;46;4;79;0;5;1;1438;113;6;3027;575;4;35;2;0
492;2555;59;368;6;64;48;139;7;0;94;1;1357;115;6;1287;688;5;7;7;0
498;595;37;264;2;775;4;164;29;0;5;1;1523;202;5;3632;218;5;19;4;0
97;218;43;64;1;725;14;12;131;0;91;1;1956;168;2;3488;644;4;1;8;0
108;1686;78;20;2;271;62;79;15;0;62;1;717;135;1;735;462;2;41;7;0
343;997;6;287;8;344;49;108;114;0;91;1;63;191;6;1946;1;3;21;6;0
197;2376;38;88;7;196;42;156;107;0;0;1;256;178;8;4516;288;3;46;0;0
307;1994;71;101;9;652;3;124;79;0;7;1;1794;12;9;2483;581;0;44;8;0
206;90;79;202;9;86;8;67;4;0;9;107;698;172;2;3276;473;1;39;7;0
306;1938;39;203;7;236;71;103;115;0;5;99;1743;218;6;5401;271;2;34;2;0
314;301;24;253;6;101;58;7;74;0;95;124;1612;13;0;4776;25;8;12;7;0
386;2148;3;367;0;298;25;79;143;0;51;94;595;136;5;5928;476;5;4;3;0
153;2825;16;429;12;204;27;97;6;0;8;1;311;129;8;4417;429;7;31;8;0
39;2053;64;113;7;541;42;61;126;42;5;162;132;152;8;81;304;5;37;5;0
14;2873;44;7;5;15;31;46;14;41;8;108;542;222;3;4491;352;2;27;8;0
246;1514;75;136;12;73;49;174;14;94;94;166;133;205;5;982;531;9;13;7;0
348;1548;59;317;8;159;15;197;26;51;51;122;406;188;8;296;391;6;48;4;0
483;195;23;299;4;204;79;51;91;7;7;41;1455;155;5;363;638;2;34;7;0
211;259;92;158;5;277;24;66;55;38;5;16;353;241;8;4285;756;2;47;6;0
43;208;12;349;8;766;25;198;51;93;93;152;1314;125;8;1483;165;4;18;3;0
91;981;96;241;9;669;9;176;56;5;5;96;722;147;2;3519;354;1;5;1;0
398;479;46;237;5;365;4;149;105;57;57;196;678;175;3;3328;643;1;31;8;0
441;2635;95;414;2;801;55;162;148;99;99;162;181;141;3;231;787;2;31;4;0
48;1481;95;295;8;649;35;148;54;73;73;126;117;124;7;4963;79;2;17;6;0
218;2909;102;243;9;57;52;192;72;42;4;9;1044;157;2;972;51;5;28;9;0
47;1796;49;259;13;722;61;195;48;13;1;95;1547;187;2;2143;42;9;8;3;0
261;612;88;72;4;143;74;3;15;9;0;165;1662;195;3;2588;386;1;43;0;0
16;112;2;341;12;776;3;1;138;26;5;33;802;194;7;1171;242;9;26;2;0
462;2286;23;116;7;308;65;16;49;97;97;163;1831;124;2;1994;127;1;15;6;0
444;1881;2;157;3;307;41;126;104;17;0;2;1657;131;5;4803;452;6;45;5;0
46;2442;65;269;6;374;43;165;69;74;74;46;1227;20;3;517;155;1;47;0;0
318;2888;73;206;6;638;32;72;53;35;7;3;793;196;9;260;494;1;39;9;0
25;1228;6;131;6;213;6;127;115;97;97;15;139;145;7;1541;7;1;23;7;0
259;1969;29;30;6;207;82;105;69;77;77;52;1017;172;2;494;66;1;3;4;0
23;1154;49;376;3;586;64;4;27;42;8;62;477;158;9;1548;776;6;3;9;0
28;1032;13;482;2;689;2;7;73;6;1;157;1164;283;6;2623;134;3;6;4;0
29;1188;13;457;6;664;58;89;4;46;2;89;833;254;0;1652;166;6;33;5;0
66;554;35;483;13;834;49;47;89;78;78;38;212;143;9;326;371;2;36;6;0
318;635;82;35;4;335;55;23;91;75;75;191;201;134;5;5578;5;9;25;2;0
486;2654;85;279;8;84;17;157;11;52;52;18;805;207;1;3606;35;8;22;5;0
65;2064;28;322;9;439;57;42;7;78;78;196;1049;189;5;4086;23;7;44;3;0
41;1137;22;345;8;434;6;134;3;18;6;61;1465;157;3;2812;506;9;22;4;0
53;2372;29;321;3;696;34;21;143;32;7;97;902;161;7;4323;64;5;17;1;0
313;272;103;93;8;18;88;76;133;37;3;77;1753;204;7;3257;513;5;2;6;0
48;1619;56;369;2;696;5;118;47;42;9;87;94;239;6;4632;302;2;31;6;0
82;2416;101;245;8;28;31;2;28;46;6;113;1198;209;5;1871;164;1;3;7;0
1;2414;17;309;1;342;86;7;33;92;92;1;611;127;8;2221;748;6;3;6;0
425;66;48;313;9;249;25;152;53;62;62;188;549;165;9;1446;79;7;13;8;0
23;77;84;164;4;185;16;99;8;52;52;22;1285;242;9;1657;584;5;41;7;0
294;2247;45;321;9;189;68;77;49;11;3;75;1895;145;4;4994;73;8;4;4;0
13;544;9;232;2;553;72;105;15;24;4;154;1284;148;6;1494;2;6;45;1;0
312;2542;4;129;8;194;12;23;31;43;0;102;124;195;1;5142;501;2;2;3;0
481;1566;44;322;3;601;15;131;116;72;72;156;85;142;1;4938;428;9;34;8;0
137;61;66;115;11;48;38;15;92;44;4;184;1034;134;7;4862;407;4;11;8;0
485;288;95;197;4;333;11;153;13;93;93;75;1267;18;8;1636;437;5;22;5;0
499;2562;47;351;1;699;89;162;127;0;1;117;1315;108;5;2753;406;1;33;3;0
22;1193;99;436;5;522;71;198;132;86;86;34;378;166;6;5151;716;2;21;9;0
119;879;8;348;12;95;46;1;1;92;92;101;1577;15;7;498;60;1;1;4;0
115;2108;83;75;8;583;85;157;117;26;4;135;1153;219;9;1055;516;6;17;0;0
388;1878;47;291;1;581;3;67;108;41;4;8;1081;199;8;4744;34;8;29;2;0
188;2842;102;404;12;443;31;7;142;97;97;196;619;163;3;1678;291;1;39;1;0
83;221;82;246;7;493;15;133;63;74;74;132;1199;268;9;5754;668;1;11;5;0
16;1359;61;176;5;727;33;97;131;76;76;88;965;119;1;3147;738;1;35;6;0
296;1949;1;177;9;662;6;169;94;51;51;198;1091;165;8;4409;792;8;9;3;0
121;1947;57;141;3;125;76;182;26;92;92;105;49;181;6;5063;742;1;33;4;0
326;2354;75;125;2;336;28;15;63;74;74;152;854;193;5;4473;594;7;22;2;0
272;713;102;377;7;44;75;193;18;49;8;4;633;201;7;2821;534;4;3;6;0
232;255;39;218;2;629;57;28;125;6;5;48;55;194;8;2173;10;8;28;3;0
156;90;4;269;9;774;76;27;142;8;8;107;1461;209;2;5513;391;8;13;4;0
246;2316;102;36;13;63;73;159;27;88;88;183;857;205;6;1952;324;6;9;7;0
191;1038;71;383;7;577;69;159;21;35;3;16;555;154;1;191;751;4;4;1;0
179;1979;66;146;5;565;44;175;3;56;56;166;973;19;6;549;755;6;1;2;0
377;2956;96;143;4;666;64;8;15;1;2;107;40;168;0;5825;82;7;36;0;0
438;2894;35;206;1;343;87;95;43;94;94;7;387;139;3;5708;467;7;27;6;0
464;334;22;287;8;549;37;12;145;49;1;91;1445;188;1;2782;207;4;5;9;0
7;617;1;188;4;9;3;189;95;36;3;178;1638;15;4;169;63;2;0;6;0
41;952;17;227;2;528;83;73;64;47;7;89;1823;275;6;4655;284;4;41;6;0
39;1123;4;55;5;678;63;166;53;43;9;3;723;149;8;177;226;8;32;7;0
74;37;73;203;5;785;85;8;38;38;6;16;1531;218;7;189;554;7;4;4;0
23;1672;31;164;2;197;48;7;85;19;0;124;1322;116;1;1664;517;8;4;5;0
81;567;21;135;2;547;57;58;62;36;5;6;1037;148;3;5277;75;2;9;3;0
432;529;28;314;2;667;21;154;82;1;7;145;715;172;3;3696;587;2;21;7;0
297;2349;67;429;12;358;11;117;27;26;5;13;1826;214;1;5166;429;2;42;8;0
316;176;1;371;6;141;29;138;148;67;67;8;1803;214;2;1514;393;7;31;8;0
381;2379;82;399;2;119;11;104;106;5;5;38;1614;137;5;3304;552;6;42;9;0
352;851;84;41;6;333;69;166;11;29;0;113;63;201;4;3246;197;7;25;1;0
415;616;42;376;5;273;11;86;131;15;9;46;446;154;8;181;537;2;21;0;0
28;204;5;241;7;95;17;107;103;27;2;141;1717;139;6;1858;273;1;34;8;0
186;1857;15;183;11;286;15;158;96;31;9;57;789;184;6;3356;683;7;4;7;0
61;924;64;66;5;77;78;58;132;59;59;118;945;183;5;1976;402;4;3;6;0
214;2389;7;102;7;359;57;95;75;82;82;197;1173;184;6;139;44;8;35;1;0
48;2632;28;48;2;729;25;14;7;74;74;145;1523;14;3;3434;263;8;22;6;0
359;412;38;94;4;534;5;158;13;97;97;17;1203;113;6;478;83;6;23;8;0
319;764;82;62;5;465;1;147;37;74;74;13;1716;261;6;1067;91;6;18;3;0
268;613;66;351;3;566;65;106;118;56;56;115;1694;189;3;203;756;1;41;6;0
304;269;49;407;6;679;72;93;89;84;84;179;918;158;7;2847;577;7;14;3;0
465;237;95;118;2;92;53;114;58;0;84;54;1538;222;4;841;768;9;37;7;0
299;-8;41;465;12;355;3;179;131;78;78;65;1554;193;3;1115;289;5;4;9;0
31;1238;39;457;1;362;65;141;51;2;8;187;118;121;1;5415;771;8;32;0;0
444;494;56;371;7;477;19;67;75;8;1;34;512;164;8;3908;184;7;14;7;0
355;2415;58;216;1;58;89;15;52;45;8;25;1842;152;9;803;712;9;26;4;0
222;2269;87;14;6;754;62;61;146;84;84;136;1739;248;7;3483;567;6;15;8;0
132;1977;73;79;8;637;84;191;83;7;8;18;91;184;9;3865;215;3;21;4;0
266;847;55;31;1;634;39;59;4;88;88;97;1248;12;1;1299;696;5;3;3;0
325;144;15;398;8;437;45;113;105;97;97;7;619;153;6;4427;628;1;42;8;0
5;1211;15;306;12;528;84;99;62;72;72;76;1581;217;4;2652;106;6;4;2;0
38;2891;47;225;1;769;36;104;51;71;71;141;1257;161;6;911;764;5;31;3;0
5;297;7;216;7;243;1;146;146;76;76;83;461;161;9;3007;96;7;4;6;0
21;1527;102;364;6;245;5;19;11;10;10;165;847;17;3;2851;343;9;1;0;0
63;277;24;9;12;623;28;1;78;54;54;35;948;14;1;2338;17;7;37;5;0
98;164;59;26;9;237;17;178;117;28;2;35;135;126;9;2377;469;0;28;2;0
37;2826;27;441;1;52;76;4;34;65;65;13;198;128;3;2911;491;1;36;2;0
9;283;1;36;4;1;8;86;13;89;89;2;104;19;4;1131;308;5;6;6;0
86;1507;48;181;9;801;7;54;12;59;59;47;1901;166;7;4471;518;6;7;2;0
113;395;32;395;3;466;56;189;136;82;82;17;1383;115;6;1055;376;2;45;6;0
26;2382;26;95;6;793;7;64;43;46;2;59;1717;21;6;2205;97;3;23;6;0
126;1749;42;308;3;171;71;54;141;99;99;113;99;161;4;526;218;4;24;6;0
145;224;66;263;1;445;2;48;5;22;9;169;1864;112;1;4073;427;9;18;3;0
446;286;7;156;5;636;3;193;43;73;73;18;1097;177;9;805;363;2;12;1;0
159;167;77;176;9;48;16;78;5;52;52;19;1016;208;3;484;426;5;34;6;0
461;2669;7;427;8;166;12;152;104;29;9;149;1476;175;7;119;12;2;4;7;0
209;1194;29;384;11;328;32;63;112;41;2;185;779;128;5;3191;534;8;29;0;0
9;178;9;184;3;6;1;66;4;25;3;144;753;16;1;406;82;9;3;4;0
48;1045;47;188;4;681;37;184;22;13;4;35;543;121;2;2037;754;0;47;6;0
67;2879;12;281;2;718;6;66;3;0;62;24;202;177;1;773;582;2;17;3;0
213;2295;18;266;4;416;59;134;5;0;86;87;1422;146;7;4122;565;1;37;5;0
233;2486;35;399;4;375;41;157;125;0;7;194;1161;137;1;112;561;3;14;3;0
15;2024;73;30;6;839;53;7;53;0;1;28;1092;16;8;251;169;6;16;6;0
209;2216;102;209;1;627;7;192;136;0;94;128;828;193;8;4722;85;7;36;3;0
373;1393;75;337;5;746;59;154;64;0;6;2;1455;193;3;2426;476;9;6;4;0
306;334;71;274;2;497;61;87;114;0;79;102;541;165;6;5866;425;1;27;3;0
23;1255;15;375;11;773;84;10;14;0;5;1;148;289;5;4875;18;4;29;3;0
184;504;46;18;4;10;7;132;76;0;4;128;153;159;2;1532;587;5;3;2;0
187;7;95;264;0;34;56;178;127;0;2;163;191;112;6;105;361;1;25;4;0
367;1612;82;168;1;507;71;8;144;0;4;172;139;226;1;3758;666;5;45;8;0
139;396;85;146;3;547;2;89;61;0;1;117;1201;116;4;2941;241;2;3;6;0
238;2913;33;317;2;613;46;14;75;0;51;93;464;206;9;404;454;7;38;8;0
14;1415;42;243;0;749;5;18;16;0;51;173;778;185;6;1264;521;8;28;7;0
478;131;59;342;1;331;37;51;149;0;3;2;434;166;8;5936;555;4;8;7;0
218;1668;89;193;7;804;89;194;63;0;75;109;981;118;8;654;101;2;26;2;0
471;247;72;379;8;738;32;13;3;0;3;5;1668;207;5;5867;194;1;41;0;0
12;253;36;324;1;319;65;16;16;0;3;178;1662;14;2;1567;489;3;12;1;0
306;1215;24;169;12;149;46;62;88;0;2;167;941;154;8;1379;346;1;23;4;0
374;36;75;224;13;774;4;53;93;0;3;102;277;275;0;3668;458;1;45;9;0
478;1214;92;149;2;338;37;133;108;0;5;93;482;212;1;5047;681;2;31;1;0
398;272;23;12;3;813;83;163;67;0;8;143;644;132;8;1037;445;2;17;3;0
219;180;49;74;5;525;3;195;99;0;9;156;196;13;6;115;76;1;12;2;0
158;2224;29;109;7;651;55;68;12;0;6;155;1523;191;9;71;781;5;6;0;0
89;222;8;464;12;194;33;166;108;0;1;17;1473;159;1;3953;274;3;14;8;0
204;745;79;224;2;214;35;4;13;0;7;11;122;109;8;88;311;7;13;4;0
285;2303;98;18;3;392;29;98;27;0;5;12;858;117;4;2201;74;7;45;8;0
339;1169;24;372;12;452;73;91;65;0;51;23;1683;167;6;2632;565;3;31;3;0
197;1484;53;187;1;131;2;39;33;0;83;79;1544;167;4;5651;418;8;18;8;0
257;71;27;223;9;9;15;165;8;0;54;163;1118;195;8;1487;588;1;18;0;0
27;1429;95;244;8;421;82;81;127;0;53;57;1754;153;5;2589;23;7;42;1;0
29;2153;7;256;9;6;57;75;125;0;2;83;162;127;5;1038;432;5;29;4;0
7;1386;86;456;9;53;37;164;139;0;5;156;1586;141;3;1395;67;3;21;6;0
141;2813;69;77;11;81;36;6;103;0;7;142;208;154;2;1693;115;9;42;2;0
374;197;2;98;5;294;88;148;91;0;74;74;1932;168;7;345;299;5;13;3;0
269;1834;6;98;3;498;35;198;99;0;0;99;1052;185;1;4107;449;6;18;8;0
436;2453;24;106;4;741;52;183;77;0;67;89;1199;119;1;593;43;1;16;7;0
484;1235;23;319;7;552;58;125;51;0;69;111;1601;139;1;3586;283;3;22;3;0
305;382;5;146;1;21;4;2;47;0;5;141;639;188;7;1687;35;1;47;9;0
384;2603;32;358;7;308;72;17;59;0;8;153;1138;159;8;4241;13;5;27;7;0
29;1435;47;115;9;263;73;145;65;0;57;19;722;224;9;935;43;3;39;9;0
113;2776;6;403;11;59;26;47;102;0;0;2;1976;187;7;4472;213;7;28;8;0
68;2488;34;381;1;575;58;77;79;0;1;147;94;217;6;3925;9;2;37;6;0
283;1374;84;201;1;653;45;56;8;0;1;186;325;137;0;5146;736;8;9;8;0
16;1606;28;353;13;798;16;58;107;0;52;103;1606;286;5;3067;638;1;27;0;0
143;2048;99;138;7;541;2;78;15;0;0;4;747;187;2;2216;777;9;42;2;0
297;1227;45;285;12;499;66;15;68;0;8;193;1109;184;6;2739;767;1;39;4;0
397;2246;55;321;8;477;2;5;3;0;2;11;709;138;1;1168;55;4;12;7;0
182;1035;32;222;9;628;65;105;96;0;8;49;19;19;1;5524;186;1;7;5;0
141;1744;66;307;5;222;3;27;61;0;65;137;784;227;0;1052;41;2;2;6;0
27;1661;71;177;6;51;32;137;146;0;59;141;1911;252;1;1299;779;2;16;8;0
251;66;10;289;11;743;5;104;63;0;7;179;824;147;1;5009;51;4;8;9;0
412;1225;63;204;11;39;33;48;136;0;73;164;1514;19;8;869;93;6;12;2;0
98;764;76;401;6;413;85;77;81;0;7;148;632;206;8;5303;192;3;45;2;0
474;1652;44;212;4;576;16;36;55;0;5;19;18;234;7;2915;371;6;13;4;0
489;1776;21;129;3;52;67;167;2;0;7;28;1455;19;9;142;621;6;21;3;0
182;2105;88;334;11;27;1;148;95;0;91;73;1845;199;6;5391;369;4;37;0;0
225;2305;49;386;8;496;35;72;9;0;3;166;1728;105;9;3969;461;1;5;9;0
297;1239;55;331;1;235;21;197;136;0;1;6;1545;141;4;4691;87;3;27;5;0
211;1345;83;349;1;324;32;4;55;0;58;127;193;19;4;5708;652;3;47;1;0
